TIME,band1,band2,band3,band4,band5
42.19999998807907,5970.0005,5940.0005,1300.0001,800.00006,270.00003
42.30000001192093,6080.0005,5740.0005,960.00006,780.00006,230.00002
42.400000005960464,7060.0005,7790.0005,1790.0001,1030.0001,290.00003
42.5,8650.001,9440.001,2210.0002,1140.0001,460.00003
42.599999994039536,6960.0005,6680.0005,1440.0001,1050.0001,330.00003
42.69999998807907,5540.0005,5270.0005,1180.0001,690.00006,290.00003
42.80000001192093,5160.0005,4670.0005,1130.0001,690.00006,220.00002
42.900000005960464,4630.0005,4390.0005,910.00006,770.00006,250.00002
43.0,5760.0005,5050.0005,1120.0001,670.00006,250.00002
43.099999994039536,6520.0005,6110.0005,1150.0001,930.00006,340.00003
43.19999998807907,6500.0005,5940.0005,1170.0001,930.00006,280.00003
43.30000001192093,6170.0005,6490.0005,1290.0001,1060.0001,250.00002
43.400000005960464,5870.0005,5560.0005,1230.0001,760.00006,200.00002
43.5,7950.0005,7980.0005,1970.0001,1170.0001,500.00003
43.599999994039536,6700.0005,6890.0005,1550.0001,1180.0001,340.00003
43.69999998807907,6310.0005,6290.0005,1400.0001,790.00006,190.00002
43.80000001192093,5760.0005,5340.0005,900.00006,700.00006,260.00003
43.900000005960464,5190.0005,4110.0005,820.00006,680.00006,190.00002
44.0,4320.0005,3830.0002,770.00006,700.00006,140.00002
44.099999994039536,6350.0005,6360.0005,1410.0001,820.00006,340.00003
44.19999998807907,6420.0005,6700.0005,1290.0001,920.00006,260.00003
44.30000001192093,5000.0005,4680.0005,1170.0001,650.00006,250.00002
44.400000005960464,5740.0005,4270.0005,1130.0001,660.00006,160.00002
44.5,6250.0005,6020.0005,1230.0001,750.00006,270.00003
44.599999994039536,7700.0005,6990.0005,1600.0001,960.00006,350.00003
44.69999998807907,8230.001,8790.001,1930.0001,1320.0001,450.00003
44.80000001192093,7610.0005,8130.0005,1980.0001,1440.0001,450.00003
44.900000005960464,7250.0005,8090.0005,1820.0001,1060.0001,430.00003
45.0,6750.0005,7310.0005,1810.0001,1190.0001,390.00003
45.099999994039536,6700.0005,7240.0005,1630.0001,1340.0001,460.00003
45.19999998807907,7030.0005,7200.0005,1610.0001,1200.0001,340.00003
45.30000001192093,5880.0005,6250.0005,1380.0001,820.00006,310.00003
45.400000005960464,4770.0005,3710.0002,1100.0001,670.00006,200.00002
45.5,3890.0002,3450.0002,830.00006,600.00006,310.00003
45.599999994039536,4300.0005,4720.0005,1030.0001,680.00006,180.00002
45.69999998807907,5130.0005,5710.0005,1350.0001,870.00006,310.00003
45.80000001192093,4860.0005,4860.0005,1140.0001,640.00006,350.00003
45.900000005960464,5850.0005,5180.0005,1100.0001,630.00006,180.00002
46.0,5220.0005,4680.0005,960.00006,660.00006,200.00002
46.099999994039536,6130.0005,6070.0005,1280.0001,820.00006,230.00002
46.19999998807907,6640.0005,6680.0005,1520.0001,910.00006,370.00003
46.30000001192093,7280.0005,8130.0005,1750.0001,1250.0001,430.00003
46.400000005960464,8000.0005,9550.001,1880.0001,1250.0001,350.00003
46.5,7480.0005,7560.0005,1780.0001,1200.0001,350.00003
46.599999994039536,7270.0005,8740.001,2120.0002,1350.0001,500.00003
46.69999998807907,5350.0005,5920.0005,1500.0001,940.00006,350.00003
46.80000001192093,5300.0005,5000.0005,1110.0001,780.00006,230.00002
46.900000005960464,5370.0005,6210.0005,1430.0001,630.00006,230.00002
47.0,5500.0005,6320.0005,1410.0001,1080.0001,270.00003
47.099999994039536,5210.0005,5630.0005,1240.0001,840.00006,260.00003
47.19999998807907,6000.0005,6330.0005,1330.0001,880.00006,270.00003
47.30000001192093,6500.0005,6870.0005,1530.0001,910.00006,370.00003
47.400000005960464,5700.0005,5860.0005,1520.0001,830.00006,250.00002
47.5,5620.0005,5580.0005,1300.0001,800.00006,270.00003
47.599999994039536,5870.0005,6400.0005,1440.0001,980.00006,400.00003
47.69999998807907,6020.0005,6570.0005,1550.0001,840.00006,290.00003
47.80000001192093,5520.0005,5550.0005,1230.0001,720.00006,200.00002
47.900000005960464,5270.0005,5350.0005,1190.0001,760.00006,250.00002
48.0,5540.0005,5640.0005,1070.0001,600.00006,220.00002
48.099999994039536,7080.0005,7160.0005,1640.0001,950.00006,470.00003
48.19999998807907,7350.0005,8690.001,2250.0002,1090.0001,420.00003
48.30000001192093,8560.001,10020.001,2380.0002,1520.0001,500.00003
48.400000005960464,5460.0005,5970.0005,1310.0001,780.00006,310.00003
48.5,6460.0005,6160.0005,1200.0001,960.00006,180.00002
48.599999994039536,7650.0005,9130.001,1810.0001,1400.0001,460.00003
48.69999998807907,7210.0005,8500.001,1700.0001,1170.0001,440.00003
48.80000001192093,7460.0005,7220.0005,1470.0001,830.00006,380.00003
48.900000005960464,8400.001,7990.0005,1900.0001,1110.0001,390.00003
49.0,7970.0005,7830.0005,1780.0001,920.00006,330.00003
49.099999994039536,8900.001,9350.001,2060.0002,1120.0001,350.00003
49.19999998807907,10640.001,12450.001,2800.0002,1940.0001,800.00006
49.30000001192093,10420.001,11620.001,2410.0002,1790.0001,640.00006
49.400000005960464,11060.001,12890.001,2980.0002,1830.0001,690.00006
49.5,9730.001,10580.001,2510.0002,1320.0001,480.00003
49.599999994039536,10080.001,10720.001,2470.0002,1380.0001,520.00006
49.69999998807907,10710.001,12490.001,2890.0002,1930.0001,610.00006
49.80000001192093,10920.001,11890.001,2490.0002,1520.0001,490.00003
49.900000005960464,10410.001,12710.001,2640.0002,1790.0001,580.00006
50.0,12840.001,15310.001,4000.0002,2540.0002,780.00006
50.099999994039536,11130.001,13250.001,3120.0002,2130.0002,570.00006
50.19999998807907,9780.001,10860.001,2480.0002,1710.0001,640.00006
50.30000001192093,10020.001,11100.001,2330.0002,1710.0001,680.00006
50.400000005960464,9680.001,10160.001,2460.0002,1920.0001,720.00006
50.5,7000.0005,6920.0005,1550.0001,1000.00006,410.00003
50.599999994039536,6100.0005,6740.0005,1470.0001,870.00006,430.00003
50.69999998807907,6870.0005,7160.0005,1520.0001,790.00006,290.00003
50.80000001192093,7910.0005,7880.0005,1690.0001,950.00006,410.00003
50.900000005960464,7810.0005,7660.0005,1470.0001,1200.0001,320.00003
51.0,8640.001,8630.001,1600.0001,1080.0001,530.00006
51.099999994039536,8430.001,8150.0005,1790.0001,1340.0001,540.00006
